Year,lat,lng,T2M_1,T2M_MAX_1,T2M_MIN_1,PS_1,PW_1
2002.000000,-39.750000,-60.750000,20.295161,21.731613,18.964839,101.195806,2.337419
2002.000000,-39.750000,-60.250000,19.964839,21.279032,18.729355,101.218065,2.337419
2002.000000,-39.750000,-59.750000,19.650323,20.844839,18.531935,101.238065,2.394516
2002.000000,-39.750000,-59.250000,19.294516,20.362258,18.313871,101.259355,2.394516
2002.000000,-39.750000,-58.750000,18.906774,19.829677,18.054516,101.280000,2.426129
2002.000000,-39.750000,-58.250000,18.564194,19.390323,17.795484,101.300000,2.426129
2002.000000,-39.750000,-57.750000,18.261935,19.013548,17.550000,101.320323,2.395484
2002.000000,-39.750000,-57.250000,18.009032,18.712581,17.318387,101.336774,2.395484
2002.000000,-39.750000,-56.750000,17.743226,18.409355,17.060968,101.354516,2.351290
2002.000000,-39.750000,-56.250000,17.333871,17.946452,16.695806,101.368065,2.351290
2002.000000,-39.250000,-60.750000,20.995161,23.551935,18.395484,101.116129,2.337419
2002.000000,-39.250000,-60.250000,20.528387,22.683871,18.354194,101.173226,2.337419
2002.000000,-39.250000,-59.750000,20.131290,21.899032,18.392903,101.223548,2.394516
2002.000000,-39.250000,-59.250000,19.751613,21.160645,18.432258,101.259032,2.394516
2002.000000,-39.250000,-58.750000,19.421613,20.596129,18.341935,101.285806,2.426129
2002.000000,-39.250000,-58.250000,19.134194,20.133871,18.244839,101.305161,2.426129
2002.000000,-39.250000,-57.750000,18.858065,19.708387,18.096774,101.323871,2.395484
2002.000000,-39.250000,-57.250000,18.602581,19.350000,17.910000,101.340323,2.395484
2002.000000,-39.250000,-56.750000,18.352258,19.035484,17.680968,101.356774,2.351290
2002.000000,-39.250000,-56.250000,18.063548,18.699677,17.395161,101.370968,2.351290
2002.000000,-38.750000,-60.750000,21.408710,26.634516,16.158387,100.404839,2.293226
2002.000000,-38.750000,-60.250000,20.947097,25.684194,16.229032,100.649677,2.293226
2002.000000,-38.750000,-59.750000,20.568710,24.809677,16.367742,100.834839,2.394516
2002.000000,-38.750000,-59.250000,20.220645,23.880645,16.590645,100.979032,2.394516
2002.000000,-38.750000,-58.750000,19.957742,22.932581,17.002581,101.109355,2.452258
2002.000000,-38.750000,-58.250000,19.713548,21.644516,17.863871,101.248387,2.452258
2002.000000,-38.750000,-57.750000,19.459355,20.718387,18.244194,101.305484,2.457097
2002.000000,-38.750000,-57.250000,19.194839,20.077742,18.313548,101.333226,2.457097
2002.000000,-38.750000,-56.750000,18.921613,19.634516,18.187742,101.355484,2.443871
2002.000000,-38.750000,-56.250000,18.635484,19.297097,17.912581,101.368065,2.443871
2002.000000,-38.250000,-60.750000,21.456452,28.457419,14.508387,99.357097,2.293226
2002.000000,-38.250000,-60.250000,21.081613,27.821935,14.433548,99.664194,2.293226
2002.000000,-38.250000,-59.750000,20.747742,27.190000,14.379032,99.888710,2.394516
2002.000000,-38.250000,-59.250000,20.516774,26.558065,14.467419,100.125484,2.394516
2002.000000,-38.250000,-58.750000,20.435806,25.858710,14.937742,100.386774,2.452258
2002.000000,-38.250000,-58.250000,20.358710,25.023226,15.838710,100.599677,2.452258
2002.000000,-38.250000,-57.750000,20.134194,23.276452,17.116452,100.966774,2.457097
2002.000000,-38.250000,-57.250000,19.852903,21.536129,18.209677,101.244516,2.457097
2002.000000,-38.250000,-56.750000,19.570968,20.373226,18.746774,101.351290,2.443871
2002.000000,-38.250000,-56.250000,19.307419,20.008065,18.543226,101.363548,2.443871
2002.000000,-37.750000,-60.750000,21.748710,29.000968,14.462258,98.848387,2.283226
2002.000000,-37.750000,-60.250000,21.357742,28.438387,14.278710,98.905806,2.283226
2002.000000,-37.750000,-59.750000,20.900323,27.702581,14.085161,98.979032,2.331290
2002.000000,-37.750000,-59.250000,20.691613,27.290000,14.030000,99.194194,2.331290
2002.000000,-37.750000,-58.750000,20.988065,27.645484,14.269032,99.634839,2.447742
2002.000000,-37.750000,-58.250000,21.137097,27.969032,14.526129,100.173226,2.447742
2002.000000,-37.750000,-57.750000,21.020968,26.580645,15.814516,100.778387,2.490645
2002.000000,-37.750000,-57.250000,20.669355,23.962581,17.629032,101.188065,2.490645
2002.000000,-37.750000,-56.750000,20.252903,21.364839,19.163871,101.336774,2.512258
2002.000000,-37.750000,-56.250000,20.078065,20.818387,19.324194,101.354516,2.512258
2002.000000,-37.250000,-60.750000,22.301613,29.714839,14.765161,98.990645,2.283226
2002.000000,-37.250000,-60.250000,21.975161,29.345161,14.543548,98.882581,2.283226
2002.000000,-37.250000,-59.750000,21.543871,28.660000,14.323226,98.956452,2.331290
2002.000000,-37.250000,-59.250000,21.397742,28.350000,14.271290,99.265484,2.331290
2002.000000,-37.250000,-58.750000,21.846129,29.009677,14.570645,99.816774,2.447742
2002.000000,-37.250000,-58.250000,22.068710,29.356774,14.976129,100.519032,2.447742
2002.000000,-37.250000,-57.750000,22.080645,29.045484,15.607419,100.975806,2.490645
2002.000000,-37.250000,-57.250000,21.711935,26.895484,17.032258,101.220968,2.490645
2002.000000,-37.250000,-56.750000,21.131290,23.590323,18.902258,101.311935,2.512258
2002.000000,-37.250000,-56.250000,20.834194,21.699677,19.958065,101.338387,2.512258
2002.000000,-36.750000,-60.750000,22.762581,30.042581,15.202258,99.557097,2.368387
2002.000000,-36.750000,-60.250000,22.826452,30.303226,15.180323,99.518710,2.368387
2002.000000,-36.750000,-59.750000,22.738065,30.181613,15.124194,99.682903,2.420968
2002.000000,-36.750000,-59.250000,22.712903,30.087742,15.128065,100.023548,2.420968
2002.000000,-36.750000,-58.750000,22.963548,30.470968,15.335484,100.429032,2.513548
2002.000000,-36.750000,-58.250000,23.089355,30.799355,15.686452,100.827742,2.513548
2002.000000,-36.750000,-57.750000,23.039032,30.579677,16.140000,101.089677,2.562903
2002.000000,-36.750000,-57.250000,22.673871,28.910645,17.142258,101.231613,2.562903
2002.000000,-36.750000,-56.750000,22.061935,25.849355,18.715806,101.290645,2.644839
2002.000000,-36.750000,-56.250000,21.472581,22.413548,20.456774,101.321290,2.644839
2002.000000,-36.250000,-60.750000,22.873871,29.660645,15.564839,100.099032,2.368387
2002.000000,-36.250000,-60.250000,23.471935,30.770645,15.828710,100.191935,2.368387
2002.000000,-36.250000,-59.750000,23.868387,31.523871,16.039032,100.346774,2.420968
2002.000000,-36.250000,-59.250000,24.002903,31.787742,16.168065,100.545161,2.420968
2002.000000,-36.250000,-58.750000,24.135484,31.995161,16.331290,100.768065,2.513548
2002.000000,-36.250000,-58.250000,24.074516,32.023226,16.600000,100.999355,2.513548
2002.000000,-36.250000,-57.750000,23.709032,30.801290,17.285161,101.141613,2.562903
2002.000000,-36.250000,-57.250000,23.129677,28.241290,18.582903,101.229355,2.562903
2002.000000,-36.250000,-56.750000,22.467742,25.058710,20.114516,101.283871,2.644839
2002.000000,-36.250000,-56.250000,21.889677,22.767097,20.939355,101.305161,2.644839
2003.000000,-40.750000,-60.750000,18.511935,19.545161,17.522258,100.815484,2.082903
2003.000000,-40.750000,-60.250000,18.241613,19.253548,17.245806,100.821935,2.082903
2003.000000,-40.750000,-59.750000,17.822581,18.808065,16.833871,100.828065,2.091290
2003.000000,-40.750000,-59.250000,17.280000,18.223548,16.315806,100.837097,2.091290
2003.000000,-40.750000,-58.750000,16.764516,17.691290,15.827097,100.847419,2.079032
2003.000000,-40.750000,-58.250000,16.244839,17.172903,15.320645,100.856452,2.079032
2003.000000,-40.750000,-57.750000,15.569032,16.459355,14.667419,100.867097,2.054516
2003.000000,-40.750000,-57.250000,14.802258,15.633226,13.937097,100.876452,2.054516
2003.000000,-40.750000,-56.750000,14.117742,14.885161,13.293226,100.884516,2.034194
2003.000000,-40.750000,-56.250000,13.786774,14.502258,12.992903,100.891290,2.034194
2003.000000,-40.250000,-60.750000,19.115806,20.370000,18.096452,100.831290,2.082903
2003.000000,-40.250000,-60.250000,18.791613,19.958387,17.803548,100.840645,2.082903
2003.000000,-40.250000,-59.750000,18.389677,19.480323,17.415161,100.850968,2.091290
2003.000000,-40.250000,-59.250000,17.887742,18.915161,16.928710,100.861935,2.091290
2003.000000,-40.250000,-58.750000,17.433548,18.424194,16.496452,100.871290,2.079032
2003.000000,-40.250000,-58.250000,16.993226,17.958710,16.056774,100.882903,2.079032
2003.000000,-40.250000,-57.750000,16.479032,17.434516,15.534516,100.893226,2.054516
2003.000000,-40.250000,-57.250000,15.852581,16.795161,14.902258,100.903871,2.054516
2003.000000,-40.250000,-56.750000,15.129032,16.037097,14.190968,100.911613,2.034194
2003.000000,-40.250000,-56.250000,14.384516,15.203226,13.490645,100.920323,2.034194
2003.000000,-39.750000,-60.750000,19.811935,21.387419,18.656129,100.841613,2.154839
2003.000000,-39.750000,-60.250000,19.354194,20.770323,18.269355,100.855161,2.154839
2003.000000,-39.750000,-59.750000,18.924839,20.236452,17.881935,100.867419,2.179677
2003.000000,-39.750000,-59.250000,18.477419,19.708387,17.466452,100.880000,2.179677
2003.000000,-39.750000,-58.750000,18.093548,19.222258,17.104516,100.891935,2.203871
2003.000000,-39.750000,-58.250000,17.729677,18.814839,16.728387,100.903548,2.203871
2003.000000,-39.750000,-57.750000,17.358387,18.421613,16.339355,100.914839,2.206774
2003.000000,-39.750000,-57.250000,16.921613,17.971290,15.878710,100.926129,2.206774
2003.000000,-39.750000,-56.750000,16.328065,17.351290,15.274516,100.936774,2.189032
2003.000000,-39.750000,-56.250000,15.463548,16.403871,14.444194,100.946774,2.189032
2003.000000,-39.250000,-60.750000,20.912903,23.662903,18.396452,100.762581,2.154839
2003.000000,-39.250000,-60.250000,20.201613,22.548065,18.126452,100.813226,2.154839
2003.000000,-39.250000,-59.750000,19.615806,21.603548,17.938387,100.860968,2.179677
2003.000000,-39.250000,-59.250000,19.121290,20.773548,17.783548,100.889677,2.179677
2003.000000,-39.250000,-58.750000,18.765484,20.211613,17.570000,100.909032,2.203871
2003.000000,-39.250000,-58.250000,18.429032,19.766452,17.274839,100.921935,2.203871
2003.000000,-39.250000,-57.750000,18.091613,19.350968,16.961290,100.935484,2.206774
2003.000000,-39.250000,-57.250000,17.719355,18.913226,16.594194,100.946774,2.206774
2003.000000,-39.250000,-56.750000,17.238387,18.362581,16.109677,100.960000,2.189032
2003.000000,-39.250000,-56.250000,16.530000,17.574194,15.411613,100.971613,2.189032
2003.000000,-38.750000,-60.750000,22.097742,27.975484,16.420968,100.058387,2.083548
2003.000000,-38.750000,-60.250000,21.280645,26.734194,16.164839,100.299355,2.083548
2003.000000,-38.750000,-59.750000,20.595806,25.584839,16.030968,100.481613,2.171613
2003.000000,-38.750000,-59.250000,20.064839,24.452581,16.098065,100.623226,2.171613
2003.000000,-38.750000,-58.750000,19.773871,23.395806,16.487419,100.747419,2.255161
2003.000000,-38.750000,-58.250000,19.422258,21.969677,17.198065,100.881935,2.255161
2003.000000,-38.750000,-57.750000,18.950645,20.868387,17.295484,100.936129,2.305484
2003.000000,-38.750000,-57.250000,18.447097,19.993548,17.090968,100.960323,2.305484
2003.000000,-38.750000,-56.750000,17.942581,19.253871,16.731935,100.981613,2.327742
2003.000000,-38.750000,-56.250000,17.402903,18.568710,16.201290,100.994194,2.327742
2003.000000,-38.250000,-60.750000,22.620323,30.820645,14.778065,99.030323,2.083548
2003.000000,-38.250000,-60.250000,21.895806,29.889677,14.331290,99.336774,2.083548
2003.000000,-38.250000,-59.750000,21.215806,28.870323,13.979677,99.559355,2.171613
2003.000000,-38.250000,-59.250000,20.768710,27.959355,13.918065,99.790645,2.171613
2003.000000,-38.250000,-58.750000,20.735161,27.255161,14.436774,100.049355,2.255161
2003.000000,-38.250000,-58.250000,20.763871,26.570645,15.389032,100.257097,2.255161
2003.000000,-38.250000,-57.750000,20.198065,24.403548,16.409677,100.618387,2.305484
2003.000000,-38.250000,-57.250000,19.417419,22.046452,17.124839,100.894516,2.305484
2003.000000,-38.250000,-56.750000,18.685484,20.301290,17.304839,101.001290,2.327742
2003.000000,-38.250000,-56.250000,18.159355,19.471290,16.862581,101.015161,2.327742
2003.000000,-37.750000,-60.750000,22.894194,31.301935,14.613871,98.553871,2.094839
2003.000000,-37.750000,-60.250000,22.299677,30.576774,14.184516,98.608710,2.094839
2003.000000,-37.750000,-59.750000,21.590323,29.545806,13.758065,98.678710,2.150323
2003.000000,-37.750000,-59.250000,21.193548,28.901935,13.540000,98.891613,2.150323
2003.000000,-37.750000,-58.750000,21.602581,29.444194,13.791290,99.326129,2.272258
2003.000000,-37.750000,-58.250000,21.944839,30.160968,14.077419,99.857742,2.272258
2003.000000,-37.750000,-57.750000,21.617742,28.490000,15.226774,100.458710,2.360968
2003.000000,-37.750000,-57.250000,20.767742,25.252903,16.702903,100.864839,2.360968
2003.000000,-37.750000,-56.750000,19.717097,21.882903,17.784839,101.013548,2.438710
2003.000000,-37.750000,-56.250000,18.977742,20.437419,17.559677,101.034194,2.438710
2003.000000,-37.250000,-60.750000,23.186129,31.425806,14.886129,98.724194,2.094839
2003.000000,-37.250000,-60.250000,22.805806,31.071290,14.484516,98.615806,2.094839
2003.000000,-37.250000,-59.750000,22.296452,30.383226,14.128710,98.686452,2.150323
2003.000000,-37.250000,-59.250000,22.072258,30.020323,14.009032,98.991935,2.150323
2003.000000,-37.250000,-58.750000,22.572581,30.770645,14.316129,99.537742,2.272258
2003.000000,-37.250000,-58.250000,22.867742,31.276129,14.636129,100.232903,2.272258
2003.000000,-37.250000,-57.750000,22.868387,31.000968,15.124839,100.686774,2.360968
2003.000000,-37.250000,-57.250000,22.272903,28.670645,16.271613,100.927419,2.360968
2003.000000,-37.250000,-56.750000,21.158387,24.780645,17.727419,101.016129,2.438710
2003.000000,-37.250000,-56.250000,19.991613,21.598387,18.296452,101.050323,2.438710
2003.000000,-36.750000,-60.750000,23.370000,31.260000,15.307419,99.312903,2.189355
2003.000000,-36.750000,-60.250000,23.317742,31.432258,15.046774,99.277742,2.189355
2003.000000,-36.750000,-59.750000,23.208065,31.389032,14.899677,99.441613,2.261290
2003.000000,-36.750000,-59.250000,23.223226,31.388065,14.937419,99.780000,2.261290
2003.000000,-36.750000,-58.750000,23.473226,31.756774,15.116129,100.181613,2.343548
2003.000000,-36.750000,-58.250000,23.715161,32.155161,15.361935,100.575484,2.343548
2003.000000,-36.750000,-57.750000,23.763871,32.132581,15.645806,100.831613,2.405484
2003.000000,-36.750000,-57.250000,23.333548,30.538387,16.440645,100.970645,2.405484
2003.000000,-36.750000,-56.750000,22.352581,27.118710,17.761935,101.028065,2.515806
2003.000000,-36.750000,-56.250000,20.965484,22.527742,19.168065,101.068710,2.515806
2003.000000,-36.250000,-60.750000,23.387419,30.808710,15.673548,99.874516,2.189355
2003.000000,-36.250000,-60.250000,23.639355,31.455161,15.629355,99.973548,2.189355
2003.000000,-36.250000,-59.750000,23.870000,31.976452,15.673871,100.131935,2.261290
2003.000000,-36.250000,-59.250000,24.044839,32.286774,15.784839,100.333548,2.261290
2003.000000,-36.250000,-58.750000,24.262903,32.644516,15.916452,100.554516,2.343548
2003.000000,-36.250000,-58.250000,24.405484,32.832903,16.086452,100.780000,2.343548
2003.000000,-36.250000,-57.750000,24.269355,32.040968,16.698065,100.916452,2.405484
2003.000000,-36.250000,-57.250000,23.646129,29.510968,17.945484,101.001613,2.405484
2003.000000,-36.250000,-56.750000,22.651613,25.874194,19.432581,101.056129,2.515806
2003.000000,-36.250000,-56.250000,21.717097,23.157419,20.172903,101.086774,2.515806
2004.000000,-40.750000,-60.750000,18.570645,19.489032,17.696129,101.277097,2.346774
2004.000000,-40.750000,-60.250000,18.254194,19.134516,17.391290,101.300000,2.346774
2004.000000,-40.750000,-59.750000,17.818065,18.661613,16.975161,101.322903,2.325484
2004.000000,-40.750000,-59.250000,17.307742,18.114516,16.493548,101.347419,2.325484
2004.000000,-40.750000,-58.750000,16.843871,17.614839,16.041935,101.371290,2.313871
2004.000000,-40.750000,-58.250000,16.437419,17.206452,15.629032,101.393548,2.313871
2004.000000,-40.750000,-57.750000,15.946452,16.728710,15.149032,101.418065,2.336452
2004.000000,-40.750000,-57.250000,15.377097,16.148710,14.590000,101.438065,2.336452
2004.000000,-40.750000,-56.750000,14.794516,15.522258,14.035806,101.459355,2.336452
2004.000000,-40.750000,-56.250000,14.340323,15.000968,13.657419,101.477097,2.336452
2004.000000,-40.250000,-60.750000,19.186129,20.227419,18.236129,101.275161,2.346774
2004.000000,-40.250000,-60.250000,18.839032,19.821290,17.917419,101.297742,2.346774
2004.000000,-40.250000,-59.750000,18.413548,19.345161,17.513871,101.321935,2.325484
2004.000000,-40.250000,-59.250000,17.916452,18.801290,17.046129,101.346774,2.325484
2004.000000,-40.250000,-58.750000,17.467097,18.294516,16.627419,101.372258,2.313871
2004.000000,-40.250000,-58.250000,17.082258,17.878387,16.259355,101.396452,2.313871
2004.000000,-40.250000,-57.750000,16.684516,17.487419,15.861935,101.419677,2.336452
2004.000000,-40.250000,-57.250000,16.229677,17.028387,15.398710,101.441290,2.336452
2004.000000,-40.250000,-56.750000,15.675484,16.440323,14.856129,101.462581,2.336452
2004.000000,-40.250000,-56.250000,14.983226,15.688387,14.241935,101.481290,2.336452
2004.000000,-39.750000,-60.750000,19.880000,21.141935,18.753226,101.268387,2.406129
2004.000000,-39.750000,-60.250000,19.447097,20.619677,18.374839,101.293548,2.406129
2004.000000,-39.750000,-59.750000,18.999677,20.107742,17.963548,101.320323,2.407742
2004.000000,-39.750000,-59.250000,18.521613,19.568065,17.522903,101.345484,2.407742
2004.000000,-39.750000,-58.750000,18.090000,19.039355,17.161935,101.370645,2.430968
2004.000000,-39.750000,-58.250000,17.712581,18.577742,16.843871,101.396129,2.430968
2004.000000,-39.750000,-57.750000,17.366129,18.195484,16.521935,101.419355,2.455484
2004.000000,-39.750000,-57.250000,16.998065,17.804516,16.157419,101.441935,2.455484
2004.000000,-39.750000,-56.750000,16.520000,17.294516,15.689032,101.463226,2.454516
2004.000000,-39.750000,-56.250000,15.806774,16.532903,15.034516,101.481290,2.454516
2004.000000,-39.250000,-60.750000,21.130323,23.766774,18.503871,101.172903,2.406129
2004.000000,-39.250000,-60.250000,20.471613,22.740323,18.251613,101.235484,2.406129
2004.000000,-39.250000,-59.750000,19.864516,21.758065,18.045161,101.291613,2.407742
2004.000000,-39.250000,-59.250000,19.293871,20.807097,17.875484,101.331613,2.407742
2004.000000,-39.250000,-58.750000,18.834516,20.167097,17.673871,101.364516,2.430968
2004.000000,-39.250000,-58.250000,18.404839,19.549032,17.394839,101.390968,2.430968
2004.000000,-39.250000,-57.750000,17.998710,18.956452,17.093226,101.414839,2.455484
2004.000000,-39.250000,-57.250000,17.603226,18.436129,16.752581,101.437419,2.455484
2004.000000,-39.250000,-56.750000,17.162581,17.940968,16.333226,101.458710,2.454516
2004.000000,-39.250000,-56.250000,16.574516,17.324194,15.780968,101.477097,2.454516
2004.000000,-38.750000,-60.750000,22.730323,28.648387,16.857419,100.446129,2.349032
2004.000000,-38.750000,-60.250000,22.209677,27.847097,16.756129,100.695806,2.349032
2004.000000,-38.750000,-59.750000,21.652581,26.903548,16.691290,100.884839,2.410000
2004.000000,-38.750000,-59.250000,21.058710,25.667419,16.753548,101.036774,2.410000
2004.000000,-38.750000,-58.750000,20.456452,24.206774,16.999677,101.173871,2.497419
2004.000000,-38.750000,-58.250000,19.726774,22.269677,17.449677,101.320323,2.497419
2004.000000,-38.750000,-57.750000,18.958710,20.575806,17.448710,101.387419,2.588065
2004.000000,-38.750000,-57.250000,18.283871,19.347742,17.216452,101.422581,2.588065
2004.000000,-38.750000,-56.750000,17.736129,18.584839,16.863226,101.450968,2.594194
2004.000000,-38.750000,-56.250000,17.238710,18.073548,16.400645,101.469355,2.594194
2004.000000,-38.250000,-60.750000,23.378065,31.405806,15.519677,99.393226,2.349032
2004.000000,-38.250000,-60.250000,23.197742,31.323226,15.371613,99.701613,2.349032
2004.000000,-38.250000,-59.750000,22.878710,30.966129,15.191613,99.928710,2.410000
2004.000000,-38.250000,-59.250000,22.460645,30.208065,15.140323,100.170000,2.410000
2004.000000,-38.250000,-58.750000,22.016129,28.877742,15.468387,100.440000,2.497419
2004.000000,-38.250000,-58.250000,21.344194,27.160000,15.975161,100.661290,2.497419
2004.000000,-38.250000,-57.750000,20.293871,24.114516,16.715806,101.038065,2.588065
2004.000000,-38.250000,-57.250000,19.239355,21.245484,17.300000,101.325484,2.588065
2004.000000,-38.250000,-56.750000,18.419355,19.419032,17.453226,101.439032,2.594194
2004.000000,-38.250000,-56.250000,17.929032,18.859355,17.025161,101.457742,2.594194
2004.000000,-37.750000,-60.750000,23.342581,31.546129,15.255161,98.884839,2.344839
2004.000000,-37.750000,-60.250000,23.128710,31.410323,15.016129,98.943548,2.344839
2004.000000,-37.750000,-59.750000,22.825484,31.108710,14.764194,99.017419,2.370000
2004.000000,-37.750000,-59.250000,22.546129,30.776774,14.610968,99.238065,2.370000
2004.000000,-37.750000,-58.750000,22.525806,30.655161,14.760645,99.684194,2.526129
2004.000000,-37.750000,-58.250000,22.340645,30.467097,14.843226,100.228710,2.526129
2004.000000,-37.750000,-57.750000,21.617419,28.073226,15.707742,100.843871,2.627419
2004.000000,-37.750000,-57.250000,20.493548,24.283226,16.976452,101.263871,2.627419
2004.000000,-37.750000,-56.750000,19.355484,20.720323,18.006452,101.421290,2.671290
2004.000000,-37.750000,-56.250000,18.832581,19.811935,17.888065,101.442581,2.671290
2004.000000,-37.250000,-60.750000,23.663871,31.908387,15.416129,99.020645,2.344839
2004.000000,-37.250000,-60.250000,23.369032,31.704839,15.062581,98.918387,2.344839
2004.000000,-37.250000,-59.750000,23.081290,31.453871,14.789032,98.993548,2.370000
2004.000000,-37.250000,-59.250000,22.882581,31.283548,14.666129,99.307419,2.370000
2004.000000,-37.250000,-58.750000,22.942258,31.390323,14.843226,99.865484,2.526129
2004.000000,-37.250000,-58.250000,22.939355,31.330000,15.130645,100.573226,2.526129
2004.000000,-37.250000,-57.750000,22.668710,30.521290,15.533871,101.038387,2.627419
2004.000000,-37.250000,-57.250000,21.825806,27.602581,16.582581,101.290645,2.627419
2004.000000,-37.250000,-56.750000,20.653871,23.411935,18.040323,101.389355,2.671290
2004.000000,-37.250000,-56.250000,19.952581,20.989032,18.889677,101.422581,2.671290
2004.000000,-36.750000,-60.750000,24.247742,32.391935,15.956452,99.573871,2.459677
2004.000000,-36.750000,-60.250000,24.120645,32.429355,15.638065,99.545161,2.459677
2004.000000,-36.750000,-59.750000,23.973226,32.415806,15.437742,99.714194,2.511613
2004.000000,-36.750000,-59.250000,23.805484,32.340968,15.357419,100.062903,2.511613
2004.000000,-36.750000,-58.750000,23.720645,32.280323,15.407097,100.474839,2.618710
2004.000000,-36.750000,-58.250000,23.598387,32.102258,15.622258,100.880645,2.618710
2004.000000,-36.750000,-57.750000,23.340968,31.471613,15.941290,101.149032,2.679355
2004.000000,-36.750000,-57.250000,22.717419,29.328065,16.779355,101.298065,2.679355
2004.000000,-36.750000,-56.750000,21.798387,25.743226,18.191613,101.364516,2.734516
2004.000000,-36.750000,-56.250000,20.947419,21.922903,19.869032,101.400645,2.734516
2004.000000,-36.250000,-60.750000,24.770645,32.650968,16.590000,100.100645,2.459677
2004.000000,-36.250000,-60.250000,24.950968,33.123871,16.422903,100.202903,2.459677
2004.000000,-36.250000,-59.750000,25.019032,33.435161,16.349677,100.368065,2.511613
2004.000000,-36.250000,-59.250000,24.891613,33.451613,16.324839,100.575806,2.511613
2004.000000,-36.250000,-58.750000,24.752581,33.387419,16.358710,100.808710,2.618710
2004.000000,-36.250000,-58.250000,24.422258,32.999355,16.498065,101.048065,2.618710
2004.000000,-36.250000,-57.750000,23.832581,31.306774,17.105484,101.198710,2.679355
2004.000000,-36.250000,-57.250000,23.037097,28.246452,18.366774,101.294516,2.679355
2004.000000,-36.250000,-56.750000,22.190968,24.670968,19.889677,101.352258,2.734516
2004.000000,-36.250000,-56.250000,21.540323,22.346129,20.695484,101.378387,2.734516
2005.000000,-40.750000,-60.750000,18.535806,19.931290,17.421935,100.951935,1.925806
2005.000000,-40.750000,-60.250000,18.330645,19.672258,17.213871,100.953226,1.925806
2005.000000,-40.750000,-59.750000,18.073548,19.339677,16.961613,100.955484,1.950000
2005.000000,-40.750000,-59.250000,17.781290,18.944839,16.684839,100.957742,1.950000
2005.000000,-40.750000,-58.750000,17.539677,18.620000,16.456452,100.959032,1.975161
2005.000000,-40.750000,-58.250000,17.268065,18.264194,16.192903,100.962258,1.975161
2005.000000,-40.750000,-57.750000,16.810000,17.746774,15.776129,100.965161,2.007742
2005.000000,-40.750000,-57.250000,16.246129,17.126129,15.270000,100.967742,2.007742
2005.000000,-40.750000,-56.750000,15.732903,16.554839,14.830645,100.968387,2.036129
2005.000000,-40.750000,-56.250000,15.513226,16.281935,14.687742,100.967419,2.036129
2005.000000,-40.250000,-60.750000,19.104839,20.576774,17.910000,100.971613,1.925806
2005.000000,-40.250000,-60.250000,18.864516,20.273226,17.688065,100.974839,1.925806
2005.000000,-40.250000,-59.750000,18.614194,19.952581,17.466129,100.978065,1.950000
2005.000000,-40.250000,-59.250000,18.330645,19.589032,17.223871,100.980968,1.950000
2005.000000,-40.250000,-58.750000,18.096774,19.272258,17.016129,100.984839,1.975161
2005.000000,-40.250000,-58.250000,17.886774,18.960645,16.827742,100.987742,1.975161
2005.000000,-40.250000,-57.750000,17.597097,18.605161,16.532258,100.989032,2.007742
2005.000000,-40.250000,-57.250000,17.185806,18.152581,16.117742,100.990000,2.007742
2005.000000,-40.250000,-56.750000,16.669032,17.594516,15.631935,100.991935,2.036129
2005.000000,-40.250000,-56.250000,16.122258,16.976452,15.179677,100.993226,2.036129
2005.000000,-39.750000,-60.750000,19.768065,21.389032,18.458710,100.989355,1.969677
2005.000000,-39.750000,-60.250000,19.477742,21.045806,18.194516,100.993871,1.969677
2005.000000,-39.750000,-59.750000,19.220645,20.750645,17.970000,100.997419,2.024516
2005.000000,-39.750000,-59.250000,18.933871,20.413548,17.733871,101.000645,2.024516
2005.000000,-39.750000,-58.750000,18.668710,20.040968,17.515161,101.005806,2.088065
2005.000000,-39.750000,-58.250000,18.475161,19.714194,17.372581,101.008710,2.088065
2005.000000,-39.750000,-57.750000,18.289677,19.421935,17.203226,101.010645,2.129677
2005.000000,-39.750000,-57.250000,18.055806,19.117097,16.950000,101.011935,2.129677
2005.000000,-39.750000,-56.750000,17.692258,18.705806,16.570968,101.013226,2.164839
2005.000000,-39.750000,-56.250000,17.097097,18.038710,16.039677,101.014839,2.164839
2005.000000,-39.250000,-60.750000,20.587742,23.245806,18.065806,100.915484,1.969677
2005.000000,-39.250000,-60.250000,20.210968,22.621613,18.016774,100.957419,1.969677
2005.000000,-39.250000,-59.750000,19.909677,22.099032,18.033226,100.991935,2.024516
2005.000000,-39.250000,-59.250000,19.613226,21.577419,18.027097,101.011290,2.024516
2005.000000,-39.250000,-58.750000,19.340645,21.116129,17.904839,101.021290,2.088065
2005.000000,-39.250000,-58.250000,19.084516,20.653226,17.780645,101.025161,2.088065
2005.000000,-39.250000,-57.750000,18.874194,20.223871,17.680645,101.029355,2.129677
2005.000000,-39.250000,-57.250000,18.689355,19.866452,17.546452,101.030968,2.129677
2005.000000,-39.250000,-56.750000,18.459032,19.529355,17.319677,101.031935,2.164839
2005.000000,-39.250000,-56.250000,18.060645,19.053226,16.940968,101.035161,2.164839
2005.000000,-38.750000,-60.750000,21.196774,26.474194,15.857419,100.212258,1.967742
2005.000000,-38.750000,-60.250000,20.950968,26.071935,15.942903,100.443548,1.967742
2005.000000,-38.750000,-59.750000,20.736774,25.680968,16.082258,100.614194,2.057742
2005.000000,-38.750000,-59.250000,20.527097,25.124516,16.329032,100.743548,2.057742
